category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description
InterPro,IPR014729,20,40,318829,"318829.MGG_00919T0,318829.MGG_00943T0,318829.MGG_01003T0,318829.MGG_01046T0,318829.MGG_01165T0,318829.MGG_01719T0,318829.MGG_01744T0,318829.MGG_01895T0,318829.MGG_02449T0,318829.MGG_03220T0,318829.MGG_04396T0,318829.MGG_04872T0,318829.MGG_05956T0,318829.MGG_09080T0,318829.MGG_09393T0,318829.MGG_09507T0,318829.MGG_09540T0,318829.MGG_14907T0,318829.MGG_15027T0,318829.MGG_15868T0","MGG_00919,MGG_00943,MGG_01003,MGG_01046,MGG_01165,MGG_01719,MGG_01744,MGG_01895,MGG_02449,MGG_03220,MGG_04396,MGG_04872,MGG_05956,MGG_09080,MGG_09393,MGG_09507,MGG_09540,MGG_04178,MGG_12639,MGG_07169",2.09e-05,0.0026,Rossmann-like alpha/beta/alpha sandwich fold
InterPro,IPR015421,33,49,318829,"318829.MGG_00864T0,318829.MGG_00923T0,318829.MGG_01662T0,318829.MGG_02378T0,318829.MGG_02525T0,318829.MGG_03264T0,318829.MGG_03494T0,318829.MGG_03583T0,318829.MGG_03869T0,318829.MGG_03940T0,318829.MGG_04059T0,318829.MGG_04134T0,318829.MGG_04156T0,318829.MGG_04764T0,318829.MGG_05067T0,318829.MGG_05938T0,318829.MGG_06392T0,318829.MGG_06446T0,318829.MGG_06503T0,318829.MGG_06530T0,318829.MGG_07074T0,318829.MGG_07195T0,318829.MGG_08189T0,318829.MGG_09919T0,318829.MGG_10380T0,318829.MGG_11389T0,318829.MGG_11934T0,318829.MGG_13781T0,318829.MGG_15038T0,318829.MGG_15731T0,318829.MGG_15888T0,318829.MGG_17371T0,318829.MGG_17802T0","MGG_00864,MGG_00923,MGG_01662,MGG_02378,MGG_02525,MGG_03264,MGG_03494,MGG_03583,MGG_03869,MGG_03940,MGG_04059,MGG_04134,MGG_04156,MGG_04764,MGG_05067,MGG_05938,MGG_06392,MGG_06446,MGG_06503,MGG_06530,MGG_07074,MGG_07195,MGG_08189,MGG_09919,MGG_10380,MGG_11389,MGG_11934,MGG_13781,MGG_12517,MGG_01564,MGG_07241,MGG_00767,MGG_09345",1.89e-10,2.38e-07,"Pyridoxal phosphate-dependent transferase, major domain"
InterPro,IPR015422,26,36,318829,"318829.MGG_00864T0,318829.MGG_00923T0,318829.MGG_01662T0,318829.MGG_02525T0,318829.MGG_03264T0,318829.MGG_03494T0,318829.MGG_03583T0,318829.MGG_04059T0,318829.MGG_04134T0,318829.MGG_04156T0,318829.MGG_04764T0,318829.MGG_05067T0,318829.MGG_05938T0,318829.MGG_06392T0,318829.MGG_06446T0,318829.MGG_06503T0,318829.MGG_06530T0,318829.MGG_07074T0,318829.MGG_07195T0,318829.MGG_10380T0,318829.MGG_11934T0,318829.MGG_13781T0,318829.MGG_15038T0,318829.MGG_15731T0,318829.MGG_15888T0,318829.MGG_17371T0","MGG_00864,MGG_00923,MGG_01662,MGG_02525,MGG_03264,MGG_03494,MGG_03583,MGG_04059,MGG_04134,MGG_04156,MGG_04764,MGG_05067,MGG_05938,MGG_06392,MGG_06446,MGG_06503,MGG_06530,MGG_07074,MGG_07195,MGG_10380,MGG_11934,MGG_13781,MGG_12517,MGG_01564,MGG_07241,MGG_00767",5.62e-09,1.79e-06,Pyridoxal phosphate-dependent transferase domain 1
InterPro,IPR015424,33,50,318829,"318829.MGG_00864T0,318829.MGG_00923T0,318829.MGG_01662T0,318829.MGG_02378T0,318829.MGG_02525T0,318829.MGG_03264T0,318829.MGG_03494T0,318829.MGG_03583T0,318829.MGG_03869T0,318829.MGG_03940T0,318829.MGG_04059T0,318829.MGG_04134T0,318829.MGG_04156T0,318829.MGG_04764T0,318829.MGG_05067T0,318829.MGG_05938T0,318829.MGG_06392T0,318829.MGG_06446T0,318829.MGG_06503T0,318829.MGG_06530T0,318829.MGG_07074T0,318829.MGG_07195T0,318829.MGG_08189T0,318829.MGG_09919T0,318829.MGG_10380T0,318829.MGG_11389T0,318829.MGG_11934T0,318829.MGG_13781T0,318829.MGG_15038T0,318829.MGG_15731T0,318829.MGG_15888T0,318829.MGG_17371T0,318829.MGG_17802T0","MGG_00864,MGG_00923,MGG_01662,MGG_02378,MGG_02525,MGG_03264,MGG_03494,MGG_03583,MGG_03869,MGG_03940,MGG_04059,MGG_04134,MGG_04156,MGG_04764,MGG_05067,MGG_05938,MGG_06392,MGG_06446,MGG_06503,MGG_06530,MGG_07074,MGG_07195,MGG_08189,MGG_09919,MGG_10380,MGG_11389,MGG_11934,MGG_13781,MGG_12517,MGG_01564,MGG_07241,MGG_00767,MGG_09345",2.77e-10,2.38e-07,Pyridoxal phosphate-dependent transferase
InterPro,IPR015590,10,19,318829,"318829.MGG_00652T0,318829.MGG_01230T0,318829.MGG_01606T0,318829.MGG_01991T0,318829.MGG_03900T0,318829.MGG_05008T0,318829.MGG_05814T0,318829.MGG_09456T0,318829.MGG_12996T0,318829.MGG_17513T0","MGG_00652,MGG_01230,MGG_01606,MGG_01991,MGG_03900,MGG_05008,MGG_05814,MGG_09456,MGG_12996,MGG_00189",0.0018,0.046,Aldehyde dehydrogenase domain
InterPro,IPR016024,43,124,318829,"318829.MGG_01123T0,318829.MGG_01449T0,318829.MGG_01501T0,318829.MGG_01725T0,318829.MGG_02526T0,318829.MGG_02572T0,318829.MGG_02634T0,318829.MGG_02927T0,318829.MGG_03320T0,318829.MGG_03487T0,318829.MGG_03517T0,318829.MGG_03537T0,318829.MGG_03668T0,318829.MGG_03841T0,318829.MGG_03872T0,318829.MGG_03876T0,318829.MGG_03983T0,318829.MGG_03994T0,318829.MGG_04004T0,318829.MGG_04710T0,318829.MGG_04827T0,318829.MGG_04863T0,318829.MGG_05671T0,318829.MGG_05991T0,318829.MGG_06396T0,318829.MGG_06860T0,318829.MGG_07070T0,318829.MGG_07120T0,318829.MGG_07728T0,318829.MGG_07768T0,318829.MGG_08744T0,318829.MGG_08821T0,318829.MGG_08866T0,318829.MGG_08884T0,318829.MGG_09208T0,318829.MGG_11165T0,318829.MGG_12130T0,318829.MGG_12336T0,318829.MGG_13803T0,318829.MGG_14971T0,318829.MGG_15072T0,318829.MGG_15156T0,318829.MGG_16711T0","MGG_01123,MGG_01449,MGG_01501,MGG_01725,MGG_02526,MGG_02572,MGG_02634,MGG_02927,MGG_03320,MGG_03487,MGG_03517,MGG_03537,MGG_03668,MGG_03841,MGG_03872,MGG_03876,MGG_03983,MGG_03994,MGG_04004,MGG_04710,MGG_04827,MGG_04863,MGG_05671,MGG_05991,MGG_06396,MGG_06860,MGG_07070,MGG_07120,MGG_07728,MGG_07768,MGG_08744,MGG_08821,MGG_08866,MGG_08884,MGG_09208,MGG_11165,MGG_12130,MGG_12336,MGG_13803,MGG_12035,MGG_07060,MGG_13131,MGG_05869",1.92e-06,0.00025,Armadillo-type fold
InterPro,IPR016040,36,118,318829,"318829.MGG_00175T0,318829.MGG_00312T0,318829.MGG_01014T0,318829.MGG_01506T0,318829.MGG_02084T0,318829.MGG_02611T0,318829.MGG_03036T0,318829.MGG_03290T0,318829.MGG_03473T0,318829.MGG_03525T0,318829.MGG_03810T0,318829.MGG_04034T0,318829.MGG_04398T0,318829.MGG_04896T0,318829.MGG_05179T0,318829.MGG_05247T0,318829.MGG_05480T0,318829.MGG_06376T0,318829.MGG_06719T0,318829.MGG_08012T0,318829.MGG_08074T0,318829.MGG_08173T0,318829.MGG_08725T0,318829.MGG_08835T0,318829.MGG_09367T0,318829.MGG_09926T0,318829.MGG_10834T0,318829.MGG_11399T0,318829.MGG_11794T0,318829.MGG_12095T0,318829.MGG_12214T0,318829.MGG_14854T0,318829.MGG_15097T0,318829.MGG_15100T0,318829.MGG_16374T0,318829.MGG_16630T0","MGG_00175,MGG_00312,MGG_01014,MGG_01506,MGG_02084,MGG_02611,MGG_03036,MGG_03290,MGG_03473,MGG_03525,MGG_03810,MGG_04034,MGG_04398,MGG_04896,MGG_05179,MGG_05247,MGG_05480,MGG_06376,MGG_06719,MGG_08012,MGG_08074,MGG_08173,MGG_08725,MGG_08835,MGG_09367,MGG_09926,MGG_10834,MGG_11399,MGG_11794,MGG_12095,MGG_12214,MGG_14854,MGG_12451,MGG_12455,MGG_05486,MGG_13390",0.00012,0.0108,NAD(P)-binding domain
InterPro,IPR016050,7,7,318829,"318829.MGG_00170T0,318829.MGG_00331T0,318829.MGG_02086T0,318829.MGG_04551T0,318829.MGG_06472T0,318829.MGG_07031T0,318829.MGG_08343T0","MGG_00170,MGG_00331,MGG_02086,MGG_04551,MGG_06472,MGG_07031,MGG_08343",7e-04,0.0285,"Proteasome beta-type subunit, conserved site"
InterPro,IPR016161,11,20,318829,"318829.MGG_00652T0,318829.MGG_01230T0,318829.MGG_01309T0,318829.MGG_01606T0,318829.MGG_01991T0,318829.MGG_03900T0,318829.MGG_05008T0,318829.MGG_05814T0,318829.MGG_09456T0,318829.MGG_12996T0,318829.MGG_17513T0","MGG_00652,MGG_01230,MGG_01309,MGG_01606,MGG_01991,MGG_03900,MGG_05008,MGG_05814,MGG_09456,MGG_12996,MGG_00189",0.00083,0.0288,Aldehyde/histidinol dehydrogenase
InterPro,IPR016162,10,19,318829,"318829.MGG_00652T0,318829.MGG_01230T0,318829.MGG_01606T0,318829.MGG_01991T0,318829.MGG_03900T0,318829.MGG_05008T0,318829.MGG_05814T0,318829.MGG_09456T0,318829.MGG_12996T0,318829.MGG_17513T0","MGG_00652,MGG_01230,MGG_01606,MGG_01991,MGG_03900,MGG_05008,MGG_05814,MGG_09456,MGG_12996,MGG_00189",0.0018,0.046,"Aldehyde dehydrogenase, N-terminal"
InterPro,IPR016163,10,18,318829,"318829.MGG_00652T0,318829.MGG_01230T0,318829.MGG_01606T0,318829.MGG_01991T0,318829.MGG_03900T0,318829.MGG_05008T0,318829.MGG_05814T0,318829.MGG_09456T0,318829.MGG_12996T0,318829.MGG_17513T0","MGG_00652,MGG_01230,MGG_01606,MGG_01991,MGG_03900,MGG_05008,MGG_05814,MGG_09456,MGG_12996,MGG_00189",0.0014,0.0371,"Aldehyde dehydrogenase, C-terminal"
InterPro,IPR016185,8,11,318829,"318829.MGG_01256T0,318829.MGG_01537T0,318829.MGG_04503T0,318829.MGG_06454T0,318829.MGG_07613T0,318829.MGG_07756T0,318829.MGG_10320T0,318829.MGG_11343T0","MGG_01256,MGG_01537,MGG_04503,MGG_06454,MGG_07613,MGG_07756,MGG_10320,MGG_11343",0.0012,0.036,Pre-ATP-grasp domain superfamily
InterPro,IPR017926,8,10,318829,"318829.MGG_00253T0,318829.MGG_00919T0,318829.MGG_01537T0,318829.MGG_01743T0,318829.MGG_06425T0,318829.MGG_07545T0,318829.MGG_08802T0,318829.MGG_11541T0","MGG_00253,MGG_00919,MGG_01537,MGG_01743,MGG_06425,MGG_07545,MGG_08802,MGG_11541",0.00077,0.0285,Glutamine amidotransferase
InterPro,IPR017998,8,8,318829,"318829.MGG_00135T0,318829.MGG_01582T0,318829.MGG_01979T0,318829.MGG_03310T0,318829.MGG_03857T0,318829.MGG_06639T0,318829.MGG_10358T0,318829.MGG_11889T0","MGG_00135,MGG_01582,MGG_01979,MGG_03310,MGG_03857,MGG_06639,MGG_10358,MGG_11889",0.00029,0.0147,Chaperone tailless complex polypeptide 1 (TCP-1)
InterPro,IPR019734,15,37,318829,"318829.MGG_00567T0,318829.MGG_00979T0,318829.MGG_03196T0,318829.MGG_03565T0,318829.MGG_05151T0,318829.MGG_05319T0,318829.MGG_05438T0,318829.MGG_05462T0,318829.MGG_06164T0,318829.MGG_06941T0,318829.MGG_08104T0,318829.MGG_08820T0,318829.MGG_08980T0,318829.MGG_09846T0,318829.MGG_11701T0","MGG_00567,MGG_00979,MGG_03196,MGG_03565,MGG_05151,MGG_05319,MGG_05438,MGG_05462,MGG_06164,MGG_06941,MGG_08104,MGG_08820,MGG_08980,MGG_09846,MGG_11701",0.0012,0.036,Tetratricopeptide repeat
InterPro,IPR020904,19,48,318829,"318829.MGG_00460T0,318829.MGG_02612T0,318829.MGG_02914T0,318829.MGG_04323T0,318829.MGG_04683T0,318829.MGG_04738T0,318829.MGG_06148T0,318829.MGG_06494T0,318829.MGG_06660T0,318829.MGG_07076T0,318829.MGG_07216T0,318829.MGG_07455T0,318829.MGG_07576T0,318829.MGG_07974T0,318829.MGG_09218T0,318829.MGG_11927T0,318829.MGG_13404T0,318829.MGG_13518T0,318829.MGG_16970T0","MGG_00460,MGG_02612,MGG_02914,MGG_04323,MGG_04683,MGG_04738,MGG_06148,MGG_06494,MGG_06660,MGG_07076,MGG_07216,MGG_07455,MGG_07576,MGG_07974,MGG_09218,MGG_11927,MGG_13403,MGG_13518,MGG_13918",0.00037,0.0169,"Short-chain dehydrogenase/reductase, conserved site"
InterPro,IPR023210,13,24,318829,"318829.MGG_00097T0,318829.MGG_01345T0,318829.MGG_01404T0,318829.MGG_01713T0,318829.MGG_02921T0,318829.MGG_08464T0,318829.MGG_08810T0,318829.MGG_09715T0,318829.MGG_12775T0,318829.MGG_13188T0,318829.MGG_14689T0,318829.MGG_16375T0,318829.MGG_16813T0","MGG_00097,MGG_01345,MGG_01404,MGG_01713,MGG_02921,MGG_08464,MGG_08810,MGG_09715,MGG_12775,MGG_13188,MGG_14689,MGG_05487,MGG_16813",0.00032,0.0159,NADP-dependent oxidoreductase domain
InterPro,IPR023332,7,7,318829,"318829.MGG_01153T0,318829.MGG_04053T0,318829.MGG_06472T0,318829.MGG_07130T0,318829.MGG_07165T0,318829.MGG_07727T0,318829.MGG_08343T0","MGG_01153,MGG_04053,MGG_06472,MGG_07130,MGG_07165,MGG_07727,MGG_08343",7e-04,0.0285,Proteasome alpha-type subunit
InterPro,IPR023333,7,7,318829,"318829.MGG_00170T0,318829.MGG_00331T0,318829.MGG_02086T0,318829.MGG_04529T0,318829.MGG_04551T0,318829.MGG_04622T0,318829.MGG_07031T0","MGG_00170,MGG_00331,MGG_02086,MGG_04529,MGG_04551,MGG_04622,MGG_07031",7e-04,0.0285,Proteasome B-type subunit
InterPro,IPR027409,9,10,318829,"318829.MGG_00135T0,318829.MGG_01582T0,318829.MGG_01979T0,318829.MGG_03165T0,318829.MGG_03310T0,318829.MGG_03857T0,318829.MGG_06639T0,318829.MGG_10358T0,318829.MGG_11889T0","MGG_00135,MGG_01582,MGG_01979,MGG_03165,MGG_03310,MGG_03857,MGG_06639,MGG_10358,MGG_11889",2e-04,0.012,GroEL-like apical domain superfamily
InterPro,IPR027410,9,9,318829,"318829.MGG_00135T0,318829.MGG_01582T0,318829.MGG_01979T0,318829.MGG_03165T0,318829.MGG_03310T0,318829.MGG_03857T0,318829.MGG_06639T0,318829.MGG_10358T0,318829.MGG_11889T0","MGG_00135,MGG_01582,MGG_01979,MGG_03165,MGG_03310,MGG_03857,MGG_06639,MGG_10358,MGG_11889",0.00012,0.0108,TCP-1-like chaperonin intermediate domain superfamily
InterPro,IPR027413,9,9,318829,"318829.MGG_00135T0,318829.MGG_01582T0,318829.MGG_01979T0,318829.MGG_03165T0,318829.MGG_03310T0,318829.MGG_03857T0,318829.MGG_06639T0,318829.MGG_10358T0,318829.MGG_11889T0","MGG_00135,MGG_01582,MGG_01979,MGG_03165,MGG_03310,MGG_03857,MGG_06639,MGG_10358,MGG_11889",0.00012,0.0108,GroEL-like equatorial domain superfamily
InterPro,IPR027417,122,436,318829,"318829.MGG_00101T0,318829.MGG_00330T0,318829.MGG_00449T0,318829.MGG_00466T0,318829.MGG_00567T0,318829.MGG_00748T0,318829.MGG_00908T0,318829.MGG_01014T0,318829.MGG_01079T0,318829.MGG_01086T0,318829.MGG_01185T0,318829.MGG_01380T0,318829.MGG_01521T0,318829.MGG_01561T0,318829.MGG_01581T0,318829.MGG_01592T0,318829.MGG_01594T0,318829.MGG_01742T0,318829.MGG_01757T0,318829.MGG_02418T0,318829.MGG_02504T0,318829.MGG_02572T0,318829.MGG_02663T0,318829.MGG_02731T0,318829.MGG_02806T0,318829.MGG_03087T0,318829.MGG_03173T0,318829.MGG_03185T0,318829.MGG_03244T0,318829.MGG_03295T0,318829.MGG_03378T0,318829.MGG_03388T0,318829.MGG_03641T0,318829.MGG_03736T0,318829.MGG_03958T0,318829.MGG_04085T0,318829.MGG_04143T0,318829.MGG_04179T0,318829.MGG_04204T0,318829.MGG_04406T0,318829.MGG_04437T0,318829.MGG_04438T0,318829.MGG_04885T0,318829.MGG_04988T0,318829.MGG_04993T0,318829.MGG_05112T0,318829.MGG_05193T0,318829.MGG_05477T0,318829.MGG_05730T0,318829.MGG_05810T0,318829.MGG_05977T0,318829.MGG_06066T0,318829.MGG_06135T0,318829.MGG_06154T0,318829.MGG_06241T0,318829.MGG_06348T0,318829.MGG_06361T0,318829.MGG_06362T0,318829.MGG_06395T0,318829.MGG_06459T0,318829.MGG_06461T0,318829.MGG_06522T0,318829.MGG_06524T0,318829.MGG_06726T0,318829.MGG_06764T0,318829.MGG_06914T0,318829.MGG_06962T0,318829.MGG_06979T0,318829.MGG_07033T0,318829.MGG_07099T0,318829.MGG_07136T0,318829.MGG_07176T0,318829.MGG_07333T0,318829.MGG_07441T0,318829.MGG_07466T0,318829.MGG_07525T0,318829.MGG_07526T0,318829.MGG_07545T0,318829.MGG_07718T0,318829.MGG_07752T0,318829.MGG_07916T0,318829.MGG_08087T0,318829.MGG_08144T0,318829.MGG_08162T0,318829.MGG_08636T0,318829.MGG_08640T0,318829.MGG_08732T0,318829.MGG_09457T0,318829.MGG_09499T0,318829.MGG_09517T0,318829.MGG_09520T0,318829.MGG_09535T0,318829.MGG_09941T0,318829.MGG_09952T0,318829.MGG_10312T0,318829.MGG_10323T0,318829.MGG_10327T0,318829.MGG_10957T0,318829.MGG_11021T0,318829.MGG_11141T0,318829.MGG_11205T0,318829.MGG_11382T0,318829.MGG_11547T0,318829.MGG_11754T0,318829.MGG_11862T0,318829.MGG_12603T0,318829.MGG_12925T0,318829.MGG_13014T0,318829.MGG_13500T0,318829.MGG_14588T0,318829.MGG_14971T0,318829.MGG_15027T0,318829.MGG_15042T0,318829.MGG_15496T0,318829.MGG_16213T0,318829.MGG_16395T0,318829.MGG_16854T0,318829.MGG_16901T0,318829.MGG_17505T0,318829.MGG_17514T0,318829.MGG_17793T0,318829.MGG_18135T0","MGG_00101,MGG_00330,MGG_00449,MGG_00466,MGG_00567,MGG_00748,MGG_00908,MGG_01014,MGG_01079,MGG_01086,MGG_01185,MGG_01380,MGG_01521,MGG_01561,MGG_01581,MGG_01592,MGG_01594,MGG_01742,MGG_01757,MGG_02418,MGG_02504,MGG_02572,MGG_02663,MGG_02731,MGG_02806,MGG_03087,MGG_03173,MGG_03185,MGG_03244,MGG_03295,MGG_03378,MGG_03388,MGG_03641,MGG_03736,MGG_03958,MGG_04085,MGG_04143,MGG_04179,MGG_04204,MGG_04406,MGG_04437,MGG_04438,MGG_04885,MGG_04988,MGG_04993,MGG_05112,MGG_05193,MGG_05477,MGG_05730,MGG_05810,MGG_05977,MGG_06066,MGG_06135,MGG_06154,MGG_06241,MGG_06348,MGG_06361,MGG_06362,MGG_06395,MGG_06459,MGG_06461,MGG_06522,MGG_06524,MGG_06726,MGG_06764,MGG_06914,MGG_06962,MGG_06979,DED1,MGG_07099,MGG_07136,MGG_07176,MGG_07333,MGG_07441,MGG_07466,MGG_07525,MGG_07526,MGG_07545,MGG_07718,MGG_07752,MGG_07916,MGG_08087,MGG_08144,MGG_08162,MGG_08636,MGG_08640,MGG_08732,MGG_09457,MGG_09499,MGG_09517,MGG_09520,MGG_09535,MGG_09941,MGG_09952,MGG_10312,MGG_10323,MGG_10327,MGG_10957,MGG_11021,MGG_11141,MGG_11205,MGG_11382,MGG_11547,MGG_11754,MGG_11862,MGG_12603,MGG_12925,MGG_13014,MGG_13500,MGG_14588,MGG_12035,MGG_12639,MGG_12704,MGG_10738,MGG_06923,MGG_05537,MGG_12949,MGG_12894,MGG_00206,MGG_00188,MGG_09375,MGG_12248",1.5e-10,2.38e-07,P-loop containing nucleoside triphosphate hydrolase
InterPro,IPR029006,8,11,318829,"318829.MGG_03164T0,318829.MGG_06152T0,318829.MGG_06358T0,318829.MGG_06569T0,318829.MGG_06910T0,318829.MGG_07617T0,318829.MGG_09564T0,318829.MGG_10059T0","MGG_03164,MGG_06152,MGG_06358,MGG_06569,MGG_06910,MGG_07617,MGG_09564,MGG_10059",0.0012,0.036,ADF-H/Gelsolin-like domain superfamily
InterPro,IPR029047,6,6,318829,"318829.MGG_02503T0,318829.MGG_04191T0,318829.MGG_06065T0,318829.MGG_06648T0,318829.MGG_06958T0,318829.MGG_11513T0","MGG_02503,MGG_04191,MGG_06065,MGG_06648,MGG_06958,MGG_11513",0.0017,0.046,"Heat shock protein 70kD, peptide-binding domain superfamily"
InterPro,IPR029048,6,6,318829,"318829.MGG_02503T0,318829.MGG_04191T0,318829.MGG_06065T0,318829.MGG_06648T0,318829.MGG_06958T0,318829.MGG_11513T0","MGG_02503,MGG_04191,MGG_06065,MGG_06648,MGG_06958,MGG_11513",0.0017,0.046,"Heat shock protein 70kD, C-terminal domain superfamily"
InterPro,IPR029055,20,28,318829,"318829.MGG_00170T0,318829.MGG_00331T0,318829.MGG_00969T0,318829.MGG_01153T0,318829.MGG_02086T0,318829.MGG_03882T0,318829.MGG_04053T0,318829.MGG_04529T0,318829.MGG_04551T0,318829.MGG_04618T0,318829.MGG_04622T0,318829.MGG_06472T0,318829.MGG_07031T0,318829.MGG_07130T0,318829.MGG_07165T0,318829.MGG_07187T0,318829.MGG_07727T0,318829.MGG_08343T0,318829.MGG_09541T0,318829.MGG_11597T0","MGG_00170,MGG_00331,MGG_00969,MGG_01153,MGG_02086,MGG_03882,MGG_04053,MGG_04529,MGG_04551,MGG_04618,MGG_04622,MGG_06472,MGG_07031,MGG_07130,MGG_07165,MGG_07187,MGG_07727,MGG_08343,MGG_09541,MGG_11597",3.66e-07,6.48e-05,"Nucleophile aminohydrolases, N-terminal"
InterPro,IPR029061,10,13,318829,"318829.MGG_02471T0,318829.MGG_03840T0,318829.MGG_03945T0,318829.MGG_04144T0,318829.MGG_06371T0,318829.MGG_06511T0,318829.MGG_06868T0,318829.MGG_07628T0,318829.MGG_10569T0,318829.MGG_12767T0","MGG_02471,MGG_03840,MGG_03945,MGG_04144,MGG_06371,MGG_06511,MGG_06868,MGG_07628,MGG_10569,MGG_12767",0.00021,0.012,Thiamin diphosphate-binding fold
InterPro,IPR029064,7,8,318829,"318829.MGG_02467T0,318829.MGG_03135T0,318829.MGG_04612T0,318829.MGG_05999T0,318829.MGG_06266T0,318829.MGG_06480T0,318829.MGG_14349T0","MGG_02467,MGG_03135,MGG_04612,MGG_05999,MGG_06266,MGG_06480,MGG_14349",0.0012,0.036,50S ribosomal protein L30e-like
InterPro,IPR029071,12,27,318829,"318829.MGG_01062T0,318829.MGG_01318T0,318829.MGG_01656T0,318829.MGG_02970T0,318829.MGG_03163T0,318829.MGG_04882T0,318829.MGG_05448T0,318829.MGG_05737T0,318829.MGG_06044T0,318829.MGG_06184T0,318829.MGG_07928T0,318829.MGG_08745T0","MGG_01062,MGG_01318,MGG_01656,MGG_02970,MGG_03163,MGG_04882,MGG_05448,MGG_05737,MGG_06044,MGG_06184,MGG_07928,MGG_08745",0.002,0.046,Ubiquitin-like domain superfamily
InterPro,IPR029510,8,12,318829,"318829.MGG_00652T0,318829.MGG_01230T0,318829.MGG_01991T0,318829.MGG_03900T0,318829.MGG_05008T0,318829.MGG_05814T0,318829.MGG_09456T0,318829.MGG_17513T0","MGG_00652,MGG_01230,MGG_01991,MGG_03900,MGG_05008,MGG_05814,MGG_09456,MGG_00189",0.0018,0.046,"Aldehyde dehydrogenase, glutamic acid active site"
InterPro,IPR035979,24,76,318829,"318829.MGG_00348T0,318829.MGG_00444T0,318829.MGG_01268T0,318829.MGG_01519T0,318829.MGG_01746T0,318829.MGG_03506T0,318829.MGG_04482T0,318829.MGG_04667T0,318829.MGG_05264T0,318829.MGG_06218T0,318829.MGG_06400T0,318829.MGG_06668T0,318829.MGG_07252T0,318829.MGG_07327T0,318829.MGG_07511T0,318829.MGG_08741T0,318829.MGG_08898T0,318829.MGG_09885T0,318829.MGG_11418T0,318829.MGG_11457T0,318829.MGG_12101T0,318829.MGG_12370T0,318829.MGG_12843T0,318829.MGG_13526T0","MGG_00348,MGG_00444,MGG_01268,MGG_01519,MGG_01746,MGG_03506,MGG_04482,MGG_04667,MGG_05264,MGG_06218,MGG_06400,MGG_06668,MGG_07252,MGG_07327,MGG_07511,MGG_08741,MGG_08898,MGG_09885,MGG_11418,MGG_11457,MGG_12101,MGG_12370,MGG_12843,MGG_13526",0.001,0.0324,RNA-binding domain superfamily
InterPro,IPR036249,30,64,318829,"318829.MGG_00540T0,318829.MGG_00860T0,318829.MGG_00939T0,318829.MGG_01116T0,318829.MGG_01410T0,318829.MGG_01605T0,318829.MGG_02669T0,318829.MGG_02671T0,318829.MGG_02710T0,318829.MGG_04236T0,318829.MGG_04500T0,318829.MGG_05447T0,318829.MGG_05677T0,318829.MGG_05753T0,318829.MGG_06175T0,318829.MGG_06356T0,318829.MGG_06786T0,318829.MGG_06936T0,318829.MGG_07301T0,318829.MGG_07460T0,318829.MGG_07711T0,318829.MGG_08164T0,318829.MGG_08256T0,318829.MGG_08745T0,318829.MGG_08906T0,318829.MGG_09542T0,318829.MGG_12569T0,318829.MGG_17062T0,318829.MGG_17942T0,318829.MGG_17944T0","MGG_00540,MGG_00860,MGG_00939,MGG_01116,MGG_01410,MGG_01605,MGG_02669,MGG_02671,MGG_02710,MGG_04236,MGG_04500,MGG_05447,MGG_05677,MGG_05753,MGG_06175,MGG_06356,MGG_06786,MGG_06936,MGG_07301,MGG_07460,MGG_07711,MGG_08164,MGG_08256,MGG_08745,MGG_08906,MGG_09542,MGG_12569,MGG_13507,MGG_17942,MGG_12576",5.73e-07,9.12e-05,Thioredoxin-like superfamily
